,EffectiveDate,WorkDate,QuoteQueryId,QuoteDriverId1,QuoteDriverId2,PolicyInceptionDate,ProposerYearsAtHomeAddress,AddressLine4,NCDClaimedYearsEarned,NCDDrivingExperienceYears,VehicleCode,VehicleValue,VehicleAnnualMileage,VehicleDateManufactured,VehicleImported,VehicleEngineCapacity,VehicleFuelType,VehicleSeats,VehicleDoors,VehicleOvernightLocation,VehicleBodyType,CarsInHouseHold,EmploymentStatus,LicenceType,LicenceCountry,ClaimsIndicator,VoluntaryExcess,Driver1RelationshipToProposer,Driver1Age,Driver1VehicleDrivingFrequency,Driver2RelationshipToProposer,Driver2Age,Driver2LicenceType,Driver2LicenceCountry,Driver2LicenceDate,Driver2EmploymentStatus,Driver2VehicleDrivingFrequency,Driver2ClaimsIndicator,Insurer_1GrossPremCompStepAnnual,Insurer_1NetPremCompStepAnnual,Insurer_1FeePremCompStepAnnual,Insurer_1CommissionCompStepAnnual,Insurer_1DiscountCompStep,Insurer_1IncomeIfSold,Insurer_1CustomerPrice,Insurer_2GrossPremCompStepAnnual,Insurer_2NetPremCompStepAnnual,Insurer_2FeePremCompStepAnnual,Insurer_2CommissionCompStepAnnual,Insurer_2DiscountCompStep,Insurer_2IncomeIfSold,Insurer_2CustomerPrice,Insurer_3GrossPremCompStepAnnual,Insurer_3NetPremCompStepAnnual,Insurer_3FeePremCompStepAnnual,Insurer_3CommissionCompStepAnnual,Insurer_3DiscountCompStep,Insurer_3IncomeIfSold,Insurer_3CustomerPrice,Insurer_4GrossPremCompStepAnnual,Insurer_4NetPremCompStepAnnual,Insurer_4FeePremCompStepAnnual,Insurer_4CommissionCompStepAnnual,Insurer_4DiscountCompStep,Insurer_4IncomeIfSold,Insurer_4CustomerPrice,SaleFlag,IsDirectDebit,SaleCoverType,HomeOwner,PricingModel,MarketPricePrediction
946,11/30/23,11/11/23,56354606,72272580,72272581,11/12/23 0:00,0,Donegal,0,6,50056601,"€3,000.00",8000,1/1/09 0:00,0,1364,D,5,3,Garaged,5,,Household Duties,Full Irish,IE,0,0,Proposer,41,Frequent,,48,Full Irish,IE,11/2/03 0:00,Self Employed,Frequent,0,615.01,527.15,35,58.57,0,93.57,650.01,799.13,679.63,35,67.22,0,102.22,834.13,,,,,,,,,,,,,,,No Sale,0,"Third party, fire, theft",Y,Other,€953.86
947,11/30/23,11/12/23,56385144,72313625,72313626,11/27/23 0:00,0,Galway,9,0,95060014,"€26,000.00",21000,1/1/20 0:00,0,1798,,5,,Kept On Private Property,9,,Employed,Full EU,PL,0,0,Proposer,44,Infrequent (Casual),Partner,39,Full Irish,IE,11/6/11 0:00,Employed,Frequent,0,485.49,416.13,10,46.24,-24.28,31.96,471.21,,,,,,,,544.52,467.8,35,51.98,-27.23,59.75,552.29,,,,,,,,Insurer_1,0,Comprehensive,Y,Other,€398.59
949,11/30/23,11/11/23,56340609,72252550,72252551,11/20/23 0:00,0,Dublin,2,0,53596304,"€10,000.00",13000,1/1/13 0:00,0,1598,D,5,5,Kept On Private Property,5,,Employed,Full Irish,IE,0,0,Proposer,36,Main,,38,Full Irish,IE,11/11/06 0:00,Employed,Frequent,0,857.25,734.79,35,81.64,-42.86,73.78,849.39,,,,,,,,,,,,,,,,,,,,,,No Sale,0,"Third party, fire, theft",Y,Other,€663.52
950,11/30/23,11/11/23,56340468,72252326,,11/28/23 0:00,0,Louth,1,0,95010617,"€1,500.00",22000,1/1/08 0:00,0,1598,P,5,4,Parked On Drive,9,,Employed,Full Irish,IE,0,0,Proposer,25,Main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Sale,0,"Third party, fire, theft",N,Other,€947.97
951,11/30/23,11/11/23,56347117,72262318,72262319,12/2/23 0:00,0,Tipperary,9,0,21057835,"€16,000.00",7000,1/1/15 0:00,0,1798,P,5,5,Kept On Private Property,4,,Employed,Full Irish,IE,0,0,Proposer,34,Main,Partner,43,Provisional Irish,IE,11/11/16 0:00,Employed,Frequent,0,423.75,363.21,0,40.36,-25.17,15.19,398.58,884.6,752.32,0,74.41,-52.55,21.86,832.05,552.03,474.25,0,52.7,-32.8,19.9,519.23,,,,,,,,No Sale,0,"Third party, fire, theft",N,Champion,€377.16
952,11/30/23,11/12/23,56363875,72284863,,11/18/23 0:00,0,z) Other,7,0,95056478,"€17,000.00",8000,1/1/17 0:00,0,1461,D,5,5,Parked On Drive,5,,Employed,Provisional Irish,IE,0,0,Proposer,27,Main,,,,,,,,,,,,,,,,1174.2,998.62,0,98.76,-105.68,-6.92,1068.52,,,,,,,,,,,,,,,No Sale,0,"Third party, fire, theft",N,Challenger,€672.30
953,11/30/23,11/11/23,56345706,72260274,72260275,11/18/23 0:00,0,Dublin,6,0,28811463,"€18,000.00",6000,1/1/15 0:00,0,1798,P,5,5,Kept On Private Property,5,,Employed,Full Irish,IE,0,0,Proposer,46,Main,,40,Full Irish,IE,11/11/15 0:00,Unemployed,Frequent,0,,,,,,,,769.26,654.23,0,64.7,10.75,75.45,780.01,638.81,548.8,0,60.98,8.93,69.91,647.74,,,,,,,,No Sale,0,"Third party, fire, theft",N,Champion,€441.09
954,11/30/23,11/12/23,56373585,72297709,72297710,11/15/23 0:00,0,Kildare,0,0,50056102,"€3,000.00",12000,1/1/08 0:00,0,998,P,5,5,Kept On Private Property,5,,Employed,Learner Permit,IE,0,0,Proposer,40,Main,Partner,66,Full Irish,IE,11/9/03 0:00,Retired,Frequent,0,1616.91,1385.92,0,153.99,17.46,171.45,1634.37,,,,,,,,,,,,,,,,,,,,,,No Sale,0,"Third party, fire, theft",N,Low,€821.22
955,11/30/23,11/11/23,56351477,72268326,,11/26/23 0:00,0,Meath,0,0,95040340,"€2,000.00",10000,1/1/07 0:00,0,1339,P,5,5,Kept On Private Property,5,,Employed,Provisional Irish,IE,0,0,Proposer,21,Main,,,,,,,,,2388.21,2047.04,0,227.45,152.85,380.3,2541.06,,,,,,,,,,,,,,,,,,,,,,No Sale,0,"Third party, fire, theft",N,Champion,"€1,788.25"
956,11/30/23,11/12/23,56375744,72300747,,12/1/23 0:00,0,Wexford,0,0,95051416,"€18,950.00",8000,1/1/14 0:00,0,2143,D,5,2,Parked On Drive,3,,Employed,Provisional Irish,IE,0,0,Proposer,41,Main,,,,,,,,,5312.27,4553.37,0,505.93,76.39,582.32,5388.66,,,,,,,,,,,,,,,,,,,,,,No Sale,0,"Third party, fire, theft",N,Champion,"€1,287.15"
957,11/30/23,11/11/23,56351333,72268116,,11/18/23 0:00,0,Kildare,9,0,95062920,"€65,000.00",15000,1/1/23 0:00,0,1332,,5,,Parked On Drive,5,,Employed,Full Irish,IE,0,0,Proposer,49,Main,,,,,,,,,901.79,772.97,0,85.88,-66.99,18.89,834.8,943.21,802.16,0,79.34,-70.06,9.28,873.15,541.14,464.89,0,51.66,-40.2,11.46,500.94,0,0,0,0,0,,,Insurer_20,0,Comprehensive,N,Challenger,€390.72
958,11/30/23,11/12/23,56368108,72290426,72290427,11/13/23 0:00,0,Cork,0,2,95053019,"€10,000.00",8000,1/1/12 0:00,0,1598,D,5,5,Kept On Private Property,5,,Employed,Provisional Irish,IE,0,0,Proposer,19,Main,Relative,59,Full Irish,IE,11/12/03 0:00,Employed,Frequent,0,4349.64,3728.26,0,414.25,278.38,692.63,4628.02,2149.87,1828.4,0,180.83,137.59,318.42,2287.46,,,,,,,,,,,,,,,No Sale,0,"Third party, fire, theft",N,Champion,"€1,918.16"
959,11/30/23,11/12/23,56382805,72310490,72310491,12/5/23 0:00,0,Cork,0,6,95059400,"€26,000.00",10000,1/1/19 0:00,0,0,,5,,Parked On Drive,5,,Self Employed,Full Irish,IE,0,0,Proposer,33,Main,Employer of Proposer,31,Full Irish,IE,11/12/23 0:00,Employed,Frequent,0,633.03,542.6,0,60.29,20.63,80.92,653.66,,,,,,,,,,,,,,,,,,,,,,No Sale,0,"Third party, fire, theft",N,Champion,€803.82
960,11/30/23,11/11/23,56356229,72274693,72274694,11/18/23 0:00,0,Mayo,0,2,4135428,"€24,000.00",2000,1/1/18 0:00,0,1395,P,5,5,Kept On Private Property,5,,Employed,Full Irish,IE,0,0,Proposer,23,Main,Partner,26,Full Irish,IE,11/11/15 0:00,Employed,Frequent,0,1307.97,1121.12,0,124.57,90.81,215.38,1398.78,,,,,,,,,,,,,,,,,,,,,,No Sale,0,"Third party, fire, theft",N,Champion,"€1,069.58"
961,11/30/23,11/12/23,56368087,72290389,72290390,11/28/23 0:00,0,Tipperary,9,0,95057719,"€15,000.00",10000,1/1/18 0:00,0,1798,E,5,5,Parked On Drive,5,,Employed,Full Irish,IE,0,0,Proposer,60,Infrequent (Casual),,65,Full Irish,IE,11/10/03 0:00,Employed,Frequent,0,346.5,297,10,33,0,43,356.5,504.53,429.08,35,42.44,0,77.44,539.53,396.88,340.97,10,37.88,0,47.88,406.88,,,,,,,,No Sale,0,"Third party, fire, theft",Y,Other,€344.94
962,11/30/23,11/11/23,56358743,72278029,,12/1/23 0:00,0,Kilkenny,0,1,11501801,"€2,000.00",7000,1/1/06 0:00,0,1150,P,5,5,Parked On Drive,5,,Employed,Provisional Irish,IE,0,0,Proposer,30,Main,,,,,,,,,,,,,,,,1971.15,1676.4,0,165.8,198.49,364.29,2169.64,,,,,,,,,,,,,,,No Sale,0,"Third party, fire, theft",N,High,"€1,328.74"
963,11/30/23,11/12/23,56383033,72310804,,11/14/23 0:00,0,Louth,7,0,95056629,"€14,000.00",10000,1/1/17 0:00,0,1422,D,5,5,Parked On Drive,5,,Employed,Full Irish,IE,0,0,Proposer,31,Infrequent (Casual),,,,,,,,,844.05,723.47,35,80.39,0,115.39,879.05,884.72,752.42,35,74.42,0,109.42,919.72,664.48,570.86,35,63.43,0,98.43,699.48,,,,,,,,No Sale,0,"Third party, fire, theft",Y,Other,€450.91
964,11/30/23,11/11/23,56337014,72247493,72247494,12/4/23 0:00,0,Meath,6,0,95052427,"€15,000.00",15000,1/1/13 0:00,0,1968,D,5,4,Garaged,9,,Employed,Full Irish,IE,0,0,Proposer,29,Main,,37,Full Irish,IE,11/11/05 0:00,Self Employed,Frequent,0,638.65,547.42,0,60.82,-1,59.82,637.65,748.05,636.19,0,62.92,-1.18,61.74,746.87,854.81,734.37,0,81.6,-1.34,80.26,853.47,,,,,,,,No Sale,0,"Third party, fire, theft",N,Champion,€492.50
965,11/30/23,11/11/23,56345283,72259698,72259699,11/13/23 0:00,0,Meath,0,6,53630373,"€6,000.00",5000,1/1/13 0:00,0,1190,,5,,Kept On Private Property,5,,Self Employed,Full Irish,IE,0,0,Proposer,43,Infrequent (Casual),,45,Full Irish,IE,11/11/03 0:00,Self Employed,Frequent,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Sale,0,"Third party, fire, theft",Y,Champion,"€1,031.15"
966,11/30/23,11/12/23,56367746,72289880,72289881,12/12/23 0:00,0,Kildare,7,0,18503500,"€11,000.00",6000,1/1/17 0:00,0,1498,D,5,5,Kept On Private Property,5,,Employed,Full Irish,IE,0,0,Proposer,31,Main,,36,Full Irish,IE,11/12/11 0:00,Employed,Frequent,0,,,,,,,,994.81,846.05,35,83.68,0,118.68,1029.81,770.82,662.22,35,73.58,0,108.58,805.82,,,,,,,,No Sale,0,"Third party, fire, theft",Y,Other,€430.61
967,11/30/23,11/12/23,56382583,72310197,,11/16/23 0:00,0,Tipperary,0,0,95040439,"€6,000.00",6000,1/1/11 0:00,0,1598,P,5,5,Parked On Drive,5,,Employed,Provisional Irish,IE,0,0,Proposer,39,Infrequent (Casual),,,,,,,,,3236.12,2773.82,80,308.2,0,388.2,3316.12,,,,,,,,,,,,,,,,,,,,,,No Sale,0,"Third party, fire, theft",N,Other,"€1,295.28"
969,11/30/23,11/11/23,56346216,72261048,,11/30/23 0:00,0,Dublin,1,0,53603204,"€5,000.00",5000,1/1/12 0:00,0,1197,P,5,5,Parked On Drive,4,,Employed,Full Irish,IE,0,0,Proposer,26,Main,,,,,,,,,832.4,713.48,35,79.28,0,114.28,867.4,1525.22,1297.15,80,128.29,0,208.29,1605.22,1483.49,1274.47,80,141.61,0,221.61,1563.49,,,,,,,,No Sale,0,"Third party, fire, theft",N,Other,€603.81
970,11/30/23,11/12/23,56379957,72306602,72306603,11/13/23 0:00,0,Dublin,0,6,40035524,"€57,000.00",6000,1/1/17 0:00,0,2995,P,5,5,Parked On Drive,4,,Employed,Full Irish,IE,0,0,Proposer,43,Frequent,,48,Full Irish,IE,11/12/19 0:00,Employed,Frequent,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insurer_23,0,Comprehensive,N,Champion,€976.32
971,11/30/23,11/11/23,56339069,72250334,72250335,11/11/23 0:00,0,Louth,0,3,31510801,"€7,000.00",5000,1/1/13 0:00,0,1323,P,5,5,Parked On Drive,4,,Employed,Full Irish,IE,0,0,Proposer,41,Frequent,Partner,42,Full Irish,IE,11/8/03 0:00,Employed,Frequent,0,1272.15,1090.41,0,121.16,-6.04,115.12,1266.11,1908.46,1623.09,0,160.52,-9.07,151.45,1899.39,,,,,,,,,,,,,,,No Sale,0,"Third party, fire, theft",N,Low,€859.90
972,11/30/23,11/11/23,56350018,72266349,,11/11/23 0:00,0,Dublin,0,0,95051870,"€9,750.00",6000,1/1/14 0:00,0,1995,D,5,4,Kept On Public Road,9,,Self Employed,Learner Permit,IE,0,0,Proposer,32,Main,,,,,,,,,6940.92,5949.36,0,661.04,-5.07,655.97,6935.85,,,,,,,,,,,,,,,,,,,,,,No Sale,0,"Third party, fire, theft",N,Champion,"€1,380.25"
973,11/30/23,11/12/23,56373371,72297399,72297400,11/15/23 0:00,0,Kildare,5,0,95040992,"€4,000.00",7000,1/1/10 0:00,0,1560,D,5,5,Kept On Private Property,5,,Employed,Full Irish,IE,0,0,Proposer,34,Main,,34,Full Irish,IE,11/12/08 0:00,Employed,Frequent,0,479.55,411.04,10,45.67,0,55.67,489.55,650.39,553.13,35,54.71,0,89.71,685.39,672.15,577.45,35,64.16,0,99.16,707.15,,,,,,,,No Sale,0,"Third party, fire, theft",Y,Other,€362.18
974,11/30/23,11/12/23,56387456,72316780,72316781,11/21/23 0:00,0,Wexford,9,0,48505101,"€1,000.00",12000,1/1/06 0:00,0,1328,P,5,5,Parked On Drive,5,,Retired,Full Irish,IE,0,0,Proposer,67,Infrequent (Casual),,65,Full Irish,IE,11/12/03 0:00,Retired,Frequent,0,346.5,297,10,33,24.26,67.26,380.76,506.96,431.15,35,42.64,35.49,113.13,577.45,376.18,323.18,10,35.91,26.33,72.24,412.51,,,,,,,,No Sale,0,"Third party, fire, theft",Y,Other,€353.88
975,11/30/23,11/11/23,56339681,72251226,72251227,11/14/23 0:00,0,Clare,9,0,95055545,"€12,000.00",13000,1/1/16 0:00,0,1968,D,5,5,Kept On Private Property,4,,Employed,Full Irish,IE,0,0,Proposer,40,Infrequent (Casual),,39,Full Irish,IE,11/11/03 0:00,Employed,Frequent,0,427.99,366.85,10,40.76,-21.4,29.36,416.59,865.72,736.26,35,72.82,-43.29,64.53,857.43,426.59,366.49,10,40.72,-21.33,29.39,415.26,,,,,,,,No Sale,0,"Third party, fire, theft",Y,Other,€364.96
976,11/30/23,11/12/23,56384815,72313194,,11/13/23 0:00,0,Dublin,0,3,54682245,"€14,000.00",2000,1/1/15 0:00,0,1596,P,5,5,Garaged,5,,Employed,Full Irish,IE,0,0,Proposer,34,Main,,,,,,,,,1259.82,1079.85,0,119.98,33.67,153.65,1293.49,1589.15,1351.52,0,133.67,42.46,176.13,1631.61,,,,,,,,,,,,,,,No Sale,0,"Third party, fire, theft",N,Champion,€973.70
977,11/30/23,11/12/23,56375286,72300156,72300157,12/5/23 0:00,0,Dublin,9,0,95063583,"€35,000.00",9000,1/1/22 0:00,0,0,,5,,Parked On Drive,5,,Retired,Full Irish,IE,0,0,Proposer,84,Main,Unrelated,53,Full Irish,IE,11/12/03 0:00,Employed,Frequent,0,1091.79,935.82,50,103.98,-54.59,99.39,1087.2,1112.94,946.52,50,93.61,-55.65,87.96,1107.29,1538.08,1321.37,80,146.82,-76.91,149.91,1541.17,,,,,,,,No Sale,0,"Third party, fire, theft",Y,Other,€533.80
979,11/30/23,11/11/23,56346877,72261970,,11/12/23 0:00,0,Dublin,0,4,53630245,"€7,000.00",5000,1/1/11 0:00,0,1190,,5,,Kept On Private Property,5,,Employed,Full Irish,IE,0,0,Proposer,23,Main,,,,,,,,,2594.34,2223.72,0,247.08,-13.78,233.3,2580.56,,,,,,,,,,,,,,,,,,,,,,No Sale,0,"Third party, fire, theft",N,Champion,"€1,421.42"
980,11/30/23,11/11/23,56353423,72270987,,11/18/23 0:00,0,Wexford,3,0,45063702,"€25,000.00",12000,1/1/18 0:00,0,1968,D,5,5,Parked On Drive,4,,Unemployed,Full Irish,IE,0,0,Proposer,24,Main,,,,,,,,,1673.23,1434.19,0,159.36,158.56,317.92,1831.79,1000.09,850.54,0,84.12,94.77,178.89,1094.86,,,,,,,,,,,,,,,No Sale,0,"Third party, fire, theft",N,Champion,€927.21
981,11/30/23,11/12/23,56380275,72307044,,11/24/23 0:00,0,Tipperary,1,0,32134399,"€7,000.00",1000,1/1/12 0:00,0,2143,,5,,Garaged,9,,Employed,Full Irish,IE,0,0,Proposer,23,Main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Sale,0,"Third party, fire, theft",N,Champion,"€1,218.31"
982,11/30/23,11/11/23,56360927,72280744,,11/12/23 0:00,0,Waterford,0,6,95052426,"€11,000.00",15000,1/1/12 0:00,0,1968,D,5,4,Kept On Public Road,9,,Employed,Full Irish,IE,1,0,Proposer,37,Main,,,,,,,,,5826.88,4994.47,0,554.94,-52.62,502.32,5774.26,,,,,,,,,,,,,,,,,,,,,,Insurer_15,0,Comprehensive,N,Champion,"€1,135.19"
983,11/30/23,11/12/23,56363545,72284388,72284389,11/21/23 0:00,0,Dublin,9,0,28811472,"€12,000.00",3000,1/1/16 0:00,0,2494,P,5,4,Parked On Drive,9,,Employed,Full Irish,IE,0,0,Proposer,53,Main,Tenant,18,Full Irish,IE,11/12/22 0:00,Employed,Frequent,0,1214.84,1041.29,0,115.7,4.58,120.28,1219.42,,,,,,,,2302.11,1977.76,0,219.75,8.68,228.43,2310.79,,,,,,,,No Sale,0,"Third party, fire, theft",Y,Low,€532.98
984,11/30/23,11/11/23,56354910,72272978,72272979,11/12/23 0:00,0,Dublin,9,0,24040132,"€42,000.00",5000,1/1/13 0:00,0,2995,P,5,2,Kept On Private Property,2,,Employed,Full Irish,IE,0,0,Proposer,53,Infrequent (Casual),,53,Full Irish,IE,11/11/03 0:00,Self Employed,Frequent,0,,,,,,,,929.19,790.24,35,78.16,0,113.16,964.19,753.25,647.12,35,71.9,0,106.9,788.25,,,,,,,,No Sale,0,"Third party, fire, theft",Y,Other,€528.57
986,11/30/23,11/12/23,56381639,72308907,,12/12/23 0:00,0,Dublin,0,0,95051339,"€1,450.00",8000,1/1/10 0:00,0,1242,P,5,3,Kept On Private Property,5,,Unemployed,Provisional Irish,IE,0,0,Proposer,18,Infrequent (Casual),,,,,,,,,,,,,,,,4522.01,3845.83,0,380.36,115.9,496.26,4637.91,,,,,,,,,,,,,,,No Sale,0,"Third party, fire, theft",N,Champion,"€2,255.56"
988,11/30/23,11/12/23,56371466,72294666,,11/20/23 0:00,0,Sligo,1,0,54682337,"€19,995.00",5000,1/1/15 0:00,0,1969,D,5,5,Parked On Drive,4,,Employed,Full Irish,IE,0,0,Proposer,21,Main,,,,,,,,,4083.77,3500.37,0,388.93,359.98,748.91,4443.75,,,,,,,,,,,,,,,,,,,,,,No Sale,0,"Third party, fire, theft",Y,High,"€1,505.22"
990,11/30/23,11/12/23,56381274,72308359,,11/30/23 0:00,0,Dublin,9,0,95051603,"€5,000.00",12000,1/1/13 0:00,0,1997,D,5,5,Garaged,5,,Self Employed,Full EU,IE,0,0,Proposer,52,Main,,,,,,,,,,,,,,,,799.3,679.78,0,67.23,109.02,176.25,908.32,937.38,805.31,0,89.48,127.85,217.33,1065.23,,,,,,,,No Sale,0,"Third party, fire, theft",N,High,€589.94
991,11/30/23,11/12/23,56380292,72307070,,11/14/23 0:00,0,Waterford,9,0,41549404,"€4,000.00",2000,1/1/06 0:00,0,1149,P,5,5,Carport,5,,Employed,Full Irish,IE,0,0,Proposer,75,Main,,,,,,,,,,,,,,,,485.38,412.8,0,40.83,-16.25,24.58,469.13,,,,,,,,,,,,,,,No Sale,0,"Third party, fire, theft",Y,Challenger,€418.24
992,11/30/23,11/11/23,56350156,72266552,72266553,11/12/23 0:00,0,Cavan,0,0,95012084,"€3,000.00",7000,1/1/06 0:00,0,1595,P,5,5,Kept On Private Property,5,,Employed,Full Irish,IE,0,0,Proposer,49,Main,,43,Provisional Irish,IE,11/11/13 0:00,Employed,Frequent,0,2339.23,2005.06,0,222.78,149.71,372.49,2488.94,,,,,,,,,,,,,,,,,,,,,,No Sale,0,"Third party, fire, theft",N,Champion,"€1,025.46"
993,11/30/23,11/11/23,56358901,72278218,72278219,11/25/23 0:00,0,Galway,6,0,95054524,"€14,000.00",10000,1/1/16 0:00,0,1598,D,5,5,Parked On Drive,5,,Employed,Full Irish,IE,0,0,Proposer,24,Main,Relative,54,Full Irish,IE,11/11/03 0:00,Employed,Frequent,0,733.2,628.46,0,69.83,65.43,135.26,798.63,756.02,642.98,0,63.59,67.47,131.06,823.49,753.01,646.92,0,71.88,67.2,139.08,820.21,,,,,,,,No Sale,0,"Third party, fire, theft",N,Challenger,€619.96
994,11/30/23,11/12/23,56380785,72307769,,11/13/23 0:00,0,Carlow,0,0,95040303,"€3,000.00",4000,1/1/08 0:00,0,998,P,5,5,Parked On Drive,5,,Employed,Provisional Irish,IE,0,0,Proposer,44,Infrequent (Casual),,,,,,,,,3351.01,2872.3,0,319.14,120.6,439.74,3471.61,,,,,,,,,,,,,,,,,,,,,,No Sale,0,"Third party, fire, theft",Y,Champion,"€1,122.70"
995,11/30/23,11/12/23,56369858,72292727,,12/12/23 0:00,0,Kildare,9,0,95053382,"€30,000.00",11000,1/1/17 0:00,0,1995,D,5,4,Kept On Private Property,9,,Self Employed,Full Irish,IE,0,0,Proposer,27,Main,,,,,,,,,,,,,,,,937.84,797.61,0,78.88,43.57,122.45,981.41,1058.73,909.56,0,101.06,49.18,150.24,1107.91,,,,,,,,No Sale,0,"Third party, fire, theft",N,Champion,€583.35
996,11/30/23,11/12/23,56376267,72301538,,11/13/23 0:00,0,Kildare,0,0,95053589,"€7,950.00",9000,1/1/13 0:00,0,1198,P,5,5,Kept On Private Property,5,,Employed,Provisional Irish,IE,0,0,Proposer,30,Main,,,,,,,,,2103.29,1802.82,0,200.31,134.61,334.92,2237.9,,,,,,,,,,,,,,,,,,,,,,No Sale,0,"Third party, fire, theft",N,Champion,"€1,157.78"
997,11/30/23,11/11/23,56347317,72262543,,12/7/23 0:00,0,Dublin,2,0,95056911,"€36,000.00",4000,1/1/18 0:00,0,1950,D,5,4,Parked On Drive,9,,Retired,Full Irish,IE,1,0,Proposer,62,Infrequent (Casual),,,,,,,,,1506.84,1291.58,80,143.51,-75.33,148.18,1511.51,,,,,,,,,,,,,,,,,,,,,,No Sale,0,"Third party, fire, theft",Y,Other,€669.71
998,11/30/23,11/12/23,56369960,72292845,,11/13/23 0:00,0,Galway,0,0,95051305,"€10,000.00",4000,1/1/13 0:00,0,1598,D,5,5,Kept On Private Property,5,,Employed,Full EU,IT,0,0,Proposer,31,Main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Sale,0,"Third party, fire, theft",N,Champion,"€1,458.51"
999,11/30/23,11/12/23,56367475,72289521,,11/15/23 0:00,0,Cork,0,2,95051019,"€2,200.00",10000,1/1/12 0:00,0,1248,D,5,5,Kept On Private Property,5,,Employed,Learner Permit,IE,0,0,Proposer,35,Main,,,,,,,,,,,,,,,,1935.61,1646.17,0,162.81,101.64,264.45,2037.25,,,,,,,,,,,,,,,No Sale,0,"Third party, fire, theft",N,Champion,"€1,450.96"
1000,11/30/23,11/11/23,56337692,72248440,,11/11/23 0:00,0,Limerick,0,0,95010150,"€3,000.00",5000,1/1/08 0:00,0,1398,P,5,4,Garaged,9,,Employed,Provisional Irish,IE,0,0,Proposer,21,Main,,,,,,,,,,,,,,,,4134.15,3515.96,0,347.73,360,707.73,4494.15,,,,,,,,,,,,,,,No Sale,0,"Third party, fire, theft",N,Challenger,"€1,933.74"
1001,11/30/23,11/12/23,56372182,72295691,,11/15/23 0:00,0,Sligo,3,0,53586901,"€5,950.00",5000,1/1/09 0:00,0,1968,D,5,5,Kept On Private Property,4,,Employed,Full Irish,IE,0,0,Proposer,42,Main,,,,,,,,,1470.17,1260.14,0,140.02,30.3,170.32,1500.47,1717.77,1460.9,0,144.49,35.4,179.89,1753.17,,,,,,,,,,,,,,,No Sale,0,"Third party, fire, theft",N,Champion,€666.13
1002,11/30/23,11/12/23,56383908,72311980,72311981,12/12/23 0:00,0,Cork,9,0,95057081,"€15,000.00",8000,1/1/17 0:00,0,1997,D,5,5,Parked On Drive,5,,Employed,Full Irish,IE,0,0,Proposer,50,Main,,51,Full Irish,IE,11/12/12 0:00,Employed,Frequent,0,809.15,693.56,0,77.06,-72.82,4.24000000000001,736.33,918.81,781.42,0,77.28,-82.69,-5.41,836.12,,,,,,,,,,,,,,,No Sale,0,"Third party, fire, theft",N,Champion,€467.05
1003,11/30/23,11/11/23,56359926,72279472,72279473,11/14/23 0:00,0,Kildare,9,0,45063272,"€3,000.00",6000,1/1/15 0:00,0,1598,D,5,5,Kept On Private Property,4,,Employed,Full Irish,IE,0,0,Proposer,45,Frequent,Tenant,18,Full Irish,IE,11/11/23 0:00,Employed,Frequent,0,,,,,,,,2577.96,2192.47,0,216.84,22.27,239.11,2600.23,1686.7,1449.05,0,161.01,14.57,175.58,1701.27,,,,,,,,No Sale,0,"Third party, fire, theft",Y,Low,€507.97
1005,11/30/23,11/12/23,56379325,72305744,72305745,11/16/23 0:00,0,Dublin,9,0,95057286,"€8,000.00",2000,1/1/14 0:00,0,1956,D,5,4,Parked On Drive,9,,Retired,Full Irish,IE,0,0,Proposer,68,Main,,66,Full Irish,IE,10/26/17 0:00,Retired,Frequent,0,359.71,308.32,10,34.26,0,44.26,369.71,979.51,833.04,35,82.39,0,117.39,1014.51,619.7,532.39,35,59.15,0,94.15,654.7,,,,,,,,No Sale,0,"Third party, fire, theft",Y,Other,€379.70
1007,11/30/23,11/11/23,56362414,72282646,72282647,11/16/23 0:00,0,Donegal,2,0,95051305,"€3,000.00",7000,1/1/10 0:00,0,1598,D,5,5,Kept On Private Property,5,,Employed,Full Irish,IE,0,0,Proposer,23,Main,Relative,56,Full Irish,IE,11/7/03 0:00,Household Duties,Frequent,0,1839.41,1576.64,0,175.18,113.22,288.4,1952.63,1358.55,1155.41,0,114.27,83.62,197.89,1442.17,,,,,,,,,,,,,,,No Sale,0,"Third party, fire, theft",N,Champion,€936.30
1009,11/30/23,11/11/23,56353596,72271227,72271228,12/10/23 0:00,0,Louth,2,0,39023401,"€5,000.00",9000,1/1/06 0:00,0,1360,P,5,5,Kept On Private Property,5,,Employed,Full Irish,IE,0,0,Proposer,30,Main,Partner,29,Full Irish,IE,11/11/21 0:00,Household Duties,Frequent,0,,,,,,,,1616.67,1374.93,0,135.98,68.14,204.12,1684.81,,,,,,,,,,,,,,,No Sale,0,"Third party, fire, theft",N,Champion,€575.95
